configuration,horizon_minutes,model,world,gaussian_nll,mse,coverage80
precise_current_proxy,60,memory_limited_ridge,62,3.7472027870147375,103.72145477516244,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,63,4.231237001582166,223.6026584641335,0.7721518987341772
precise_current_proxy,60,memory_limited_ridge,64,3.788814989649659,114.02758766802427,0.7974683544303798
precise_current_proxy,60,memory_limited_ridge,65,4.005507697003921,167.6960718504208,0.7721518987341772
precise_current_proxy,60,memory_limited_ridge,66,3.7809539295234424,112.08063160202674,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,67,3.7394762386268146,101.80781335637727,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,68,3.7587528199045193,106.58206215332409,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,69,3.6179161155101767,71.70090470979466,0.9113924050632911
precise_current_proxy,60,memory_limited_ridge,70,3.92068634325814,146.68828835176967,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,71,3.653460569957554,80.50423277086455,0.8607594936708861
precise_current_proxy,60,memory_limited_ridge,72,3.869716707227564,134.0645912348319,0.7215189873417721
precise_current_proxy,60,memory_limited_ridge,73,4.155439918795935,204.8299245394327,0.6835443037974683
precise_current_proxy,60,memory_limited_ridge,74,3.656764109789711,81.322423550761,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,75,3.7555547533347506,105.78999403432975,0.7848101265822784
precise_current_proxy,60,memory_limited_ridge,76,3.7937685208658687,115.2544333471892,0.7974683544303798
precise_current_proxy,60,memory_limited_ridge,77,3.693934900332347,90.52854778374343,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,78,3.763416163904956,107.73703689511545,0.8481012658227848
precise_current_proxy,60,memory_limited_ridge,79,3.964482423629834,157.53530427296838,0.7468354430379747
precise_current_proxy,60,memory_limited_ridge,80,3.9897699467574634,163.7982886232829,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,81,3.49186857912716,40.48259424980064,1.0
precise_current_proxy,60,memory_limited_ridge,82,3.724111954535302,98.00252683886157,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,83,4.0645576141066515,182.3210196887376,0.7215189873417721
precise_current_proxy,60,memory_limited_ridge,84,3.8321043403587396,124.74910138282709,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,85,4.454792452322158,278.9708446777699,0.5822784810126582
precise_current_proxy,60,memory_limited_ridge,86,3.6741170212804484,85.62023526408558,0.8987341772151899
precise_current_proxy,60,memory_limited_ridge,87,3.8994231558084307,141.42201495823787,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,88,3.7783898212511042,111.44557652363456,0.8607594936708861
precise_current_proxy,60,memory_limited_ridge,89,4.027940270620589,173.2519682025225,0.7468354430379747
precise_current_proxy,60,memory_limited_ridge,90,3.664535479796004,83.24716598141634,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,91,4.055807020639964,180.15375207374692,0.6329113924050633
precise_current_proxy,60,memory_limited_ridge,92,3.718455950198925,96.60169898928295,0.8987341772151899
precise_current_proxy,60,memory_limited_ridge,93,3.917240061061671,145.83474443786707,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,94,3.7330131436149303,100.20709260924329,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,95,3.6336213103267734,75.5906249033681,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,96,3.669320853676208,84.43236397692037,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,97,3.7255010641295936,98.34656890284757,0.8607594936708861
precise_current_proxy,60,memory_limited_ridge,98,3.735791093197174,100.89510996356279,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,99,3.819981768305429,121.74669269802783,0.7721518987341772
precise_current_proxy,60,memory_limited_ridge,100,3.598986612650464,67.01261714713912,0.9240506329113924
precise_current_proxy,60,memory_limited_ridge,101,3.8546618877358547,130.33595010230476,0.759493670886076
precise_current_proxy,60,memory_limited_ridge,102,3.745530921588649,103.30738231157719,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,103,3.7554432693175617,105.76238268420097,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,104,3.815466808862562,120.62846849748979,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,105,3.5297230056740783,49.858035247201556,0.9493670886075949
precise_current_proxy,60,memory_limited_ridge,106,3.708345613798026,94.09766257829645,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,107,3.768360965383139,108.96172047195157,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,108,3.8992386651178474,141.37632197747158,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,109,3.6143438912263366,70.81616860208716,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,110,3.6252985176857453,73.52931111638352,0.8481012658227848
precise_current_proxy,60,memory_limited_ridge,111,3.8762329421632766,135.67847319627808,0.6835443037974683
precise_current_proxy,60,memory_limited_ridge,112,3.911851128046447,144.5000623905628,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,113,3.801967039907228,117.2849681762683,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,114,4.009697296751465,168.73371391289263,0.7088607594936709
precise_current_proxy,60,memory_limited_ridge,115,4.009190195729383,168.60811973155282,0.6835443037974683
precise_current_proxy,60,memory_limited_ridge,116,3.964488743158566,157.53686943652107,0.7215189873417721
precise_current_proxy,60,memory_limited_ridge,117,3.522336493837598,48.0286109970762,0.9367088607594937
precise_current_proxy,60,memory_limited_ridge,118,4.212296605844819,218.9116730523528,0.6075949367088608
precise_current_proxy,60,memory_limited_ridge,119,4.418673670742854,270.0252724822685,0.3924050632911392
precise_current_proxy,60,memory_limited_ridge,120,3.6445843524850456,78.30585174162174,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,121,3.682758348193395,87.76044073018029,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,122,3.6787936898019966,86.77851010240192,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,123,3.782116060148029,112.36845757367583,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,124,3.724536403785519,98.10765057906322,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,125,3.754771359391823,105.59597012855122,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,126,3.675498864683665,85.96247770377636,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,127,4.049041147943561,178.47804209614563,0.7341772151898734
precise_current_proxy,120,hidden_state_oracle,0,4.201375652264322,247.51393406820804,0.9253731343283582
precise_current_proxy,120,hidden_state_oracle,1,5.313565309496324,1025.403999848405,0.417910447761194
precise_current_proxy,120,hidden_state_oracle,2,4.149683782491973,211.35949609439004,0.9253731343283582
precise_current_proxy,120,hidden_state_oracle,3,4.044301955945226,137.65311386772416,0.9552238805970149
precise_current_proxy,120,hidden_state_oracle,4,4.502167748489495,457.89458452408,0.6865671641791045
precise_current_proxy,120,hidden_state_oracle,5,4.120566876956751,190.9944878290912,0.8955223880597015
precise_current_proxy,120,hidden_state_oracle,6,4.187724972544507,237.96634649971628,0.8955223880597015
precise_current_proxy,120,hidden_state_oracle,7,4.16628717862289,222.97227888235358,0.8955223880597015
precise_current_proxy,120,hidden_state_oracle,8,4.305118095182948,320.0736950958468,0.8208955223880597
